mineral,anio,empresa,propietarios,capital,ubicacion,capacidad,unidad_capacidad,fuente,nota
plata,2021,"Primero Empresa Minera, S.A. de C.V.",First Majestic Silver Corp. 100%,canadiense,"Mina San Dimas, Dgo.",250000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16","plata de mina; CAMBIO: San Dimas pasa a First Majestic Silver; sube de 170,000 a 250,000"
plata,2021,"Coeur Mexicana, S.A. de C.V.","Coeur Mining, Inc. 100%",estadounidense,"Mina Palmarejo, Chih.",220000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16","plata de mina; sube de 190,000 a 220,000"
plata,2021,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",220000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16","plata de mina; sube de 140,000 a 220,000"
plata,2021,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",220000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16","plata de mina; sube de 150,000 a 220,000"
plata,2021,Fortuna Silver Mines Inc.,Fortuna Silver Mines Inc. 100%,canadiense,"Mina San José, Oax.",210000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16","plata de mina; sube de 125,000 a 210,000"
plata,2021,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",114000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",plata de mina
plata,2021,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Proyecto de jales de Parral, Chih.",34000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",plata de mina (jales)
plata,2021,Golden Minerals Co.,Golden Minerals Co. 100%,estadounidense,"Mina Velardeña, Dgo.",16000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",plata de mina; mina SUSPENDIDA (nota 4 USGS)
plata,2021,Argonaut Gold Inc.,Argonaut Gold Inc. 100%,canadiense,"Mina La Colorada, Son.",10000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",plata de mina
plata,2021,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",3350000,kg,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",plata REFINADA (refinería)
plomo,2021,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.",51,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",USGS separa plomo y zinc en 2014
plomo,2021,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",35,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",
plomo,2021,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",43,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",capacidad sube de 38 a 43
plomo,2021,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",13,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",
plomo,2021,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",10,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",
plomo,2021,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",10,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",
plomo,2021,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",180,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.16",plomo REFINADO
zinc,2021,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.; Velardeña, Dgo.",210,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",USGS separa plomo y zinc en 2014
zinc,2021,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",130,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",
zinc,2021,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",48,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",
zinc,2021,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",40,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",
zinc,2021,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",38,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",
zinc,2021,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",23,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",
zinc,2021,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",350,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",zinc REFINADO; capacidad sube de 270 a 350
zinc,2021,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,Refinería de zinc en S.L.P.,105,miles t,"USGS MYB Mexico 2020-2021, Tabla 2 (fechada en 2021), PDF p.17",zinc REFINADO
barita,2022,"Baramin, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Minas Galeana y La Huiche, Galeana, N.L.",,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",capacidad NA
barita,2022,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
barita,2022,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
barita,2022,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,"Mexicana de Cananea, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina Buenavista del Cobre y planta SX-EW en Cananea, Son.",340 concentrados; 150 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",capacidad de concentrados sube de 150 a 340
cobre,2022,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, mina Pilares, fundición, refinería y planta SX-EW en La Caridad, Son.",170 concentrados; 300 fundición; 25 SX-EW; 300 refinería,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,"Negociación Minera Santa María de la Paz, S.A. de C.V.",n.d.,privado mexicano,"Mina NEMISA, Villa de la Paz, S.L.P.",25,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Minera y Metalúrgica del Boleo, S.A.P.I. de C.V. (MMB)",Korea Mine Rehabilitation and Mineral Resources Corporation (KOMIR) 90%; Baja Mining Corp. 10%,mixto surcoreano-canadiense,"Mina Boleo y planta SX-EW, B.C.S.",20 concentrados; 20 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",CAMBIO: Korea Resources Corp. ahora KOMIR
cobre,2022,"Cobre del Mayo, S.A. de C.V.","Invecture Group, S.A. de C.V. 100%",privado mexicano,"Mina Piedras Verdes y planta SX-EW, Son.",20 concentrados; 32 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,Capstone Mining Corp.,Capstone Mining Corp. 100%,canadiense,"Mina Cozamín, cerca de Zacatecas, Zac.",18,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,Aura Minerals Inc.,Aura Minerals Inc. 100%,canadiense,"Mina Aranzazú, Concepción del Oro, Zac.",12,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,Sierra Metals Inc.,Sierra Metals Inc. 100%,canadiense,"Mina Bolívar, Piedras Verdes, Chih.",12,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Grupo México, S.A.B. de C.V. (Santa Bárbara)","Grupo México, S.A.B. de C.V. 100%",privado mexicano,"Mina Santa Bárbara, Chih.",5,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Grupo México, S.A.B. de C.V. (San Martín)","Grupo México, S.A.B. de C.V. 100%",privado mexicano,"Mina San Martín, Zac.",4,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Grupo México, S.A.B. de C.V. (Charcas)","Grupo México, S.A.B. de C.V. 100%",privado mexicano,"Mina Charcas, S.L.P.",4,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Industrias Peñoles, S.A.B. de C.V. (Sabinas)","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",4,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Minera Frisco, S.A.B. de C.V. (Tayahua)","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Tayahua, Mazapil, Zac.",4,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,Gold Resource Corp.,Gold Resource Corp. 100%,estadounidense,"Mina El Águila, San Pedro Totolapa, Oax.",2,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",NUEVO en la tabla 2021
cobre,2022,"Cía. Minera La Parreña, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Milpillas y planta SX-EW en Santa Cruz, Son.",45 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,"Minera María, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.",20 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,Red Tiger Mining Inc.,Red Tiger Mining Inc. 100%,canadiense,"Mina Luz de Cobre y planta SX-EW en San Antonio del Huerta, Son.",8 SX-EW,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.11",
cobre,2022,"Industrias Peñoles, S.A.B. de C.V. (Capela)","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Capela, Teloloapan, Gro.",,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",NUEVO en la tabla 2022; capacidad NA
cobre,2022,Luca Mining Corp.,Luca Mining Corp. 100%,canadiense,"Mina Campo Morado, cerca de Arcelia, Gro.",,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",NUEVO en la tabla 2022; capacidad NA
fluorita,2022,"Mexichem Fluor, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina Las Cuevas, Zaragoza, S.L.P.",1200,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","CAMBIO: entidad Las Cuevas renombrada Mexichem Fluor; capacidad sube de 520 a 1,200"
fluorita,2022,"Fluorita de México, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina La Sabina, Múzquiz, Coah.",100,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","USGS 2022 la sigue citando bajo Mexichem, S.A.B. de C.V., mientras lista Las Cuevas bajo Orbia; ambas son la misma matriz (Mexichem/Orbia): fluorita monopolio de grupo"
grafito,2022,"Grafitos Mexicanos, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Minas Lourdes, Topiyeca y San Juan, Son.",60,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",SALIDA: Grafito Superior ya no aparece; queda un solo productor de grafito
manganeso,2022,"Compañía Minera Autlán, S.A.B. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",capacidad en mineral y concentrado; USGS 2014 mostraba 54% (inconsistencia)
oro,2022,"Minera Peñasquito, S.A. de C.V.",Newmont Corp. 100%,estadounidense,"Mina Peñasquito, Zac.",27000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; CAMBIO: Peñasquito pasa de Goldcorp a Newmont Corp.
oro,2022,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas La Ciénega, Dgo.; Fresnillo, Zac.; La Herradura, Son.; Noche Buena, Son.; Saucito, Zac.",23700,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; fila agregada de Fresnillo plc; OJO: solapa con la fila Minera Mexicana La Ciénega
oro,2022,Torex Gold Resources Inc.,Torex Gold Resources Inc. 100%,canadiense,"Mina El Limón-Guajes (ELG), Gro.",14500,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","oro de mina; capacidad sube de 10,200 a 14,500"
oro,2022,"Minas de la Alta Pimería, S.A. de C.V.",Newmont Corp. 100%,estadounidense,"Mina El Sauzal, Chih.",8500,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; mina CERRADA (nota 3 USGS); CAMBIO: matriz ahora Newmont Corp.
oro,2022,"Desarrollos Mineros San Luis, S.A. de C.V.",Equinox Gold Corp. 100%,canadiense,"Mina Los Filos, Gro.",6500,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; CAMBIO: Los Filos pasa de Leagold a Equinox Gold Corp.
oro,2022,Agnico Eagle Mines Ltd.,Agnico Eagle Mines Ltd. 100%,canadiense,"Mina Pinos Altos, Chih.; Mina La India, Son.",6000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","oro de mina; capacidad sube de 4,800 a 6,000"
oro,2022,"Minera Frisco, S.A.B. de C.V. (El Coronel)","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina El Coronel, Zac.",6000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","oro de mina; capacidad sube de 5,300 a 6,000"
oro,2022,"Primero Empresa Minera, S.A. de C.V.",First Majestic Silver Corp. 100%,canadiense,"Mina San Dimas, Dgo.",6000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; CAMBIO: San Dimas pasa de Primero Mining a First Majestic Silver Corp.
oro,2022,Alamos Gold Inc.,Alamos Gold Inc. 100%,canadiense,"Mina Mulatos, Son.",5000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12","oro de mina; capacidad sube de 4,300 a 5,000"
oro,2022,Timmins Gold Corp.,Timmins Gold Corp. 100%,canadiense,"Mina San Francisco, Son.",3500,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina
oro,2022,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",3400,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina
oro,2022,"Ocampo Mining, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Ocampo, Chih.",3300,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina
oro,2022,Bear Creek Mining Inc.,Bear Creek Mining Inc. 100%,canadiense,"Mina Las Mercedes, Son.",3200,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina; CAMBIO: Las Mercedes pasa de Yamana Gold a Bear Creek Mining
oro,2022,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro de mina
oro,2022,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",53900,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.12",oro REFINADO
plata,2022,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Fresnillo, Zac.",1100000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,"Minera Peñasquito, S.A. de C.V.",Newmont Corp. 100%,estadounidense,"Mina Peñasquito, Zac.; San Julián, Chih.",1000000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina; CAMBIO: Penasquito ahora bajo Newmont Corp. (consistente con la fila de oro 2022)
plata,2022,Fresnillo plc (Saucito),"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Saucito, Zac.",567000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Bárbara y Santa Eulalia, Chih.; Taxco, Gro.",336000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,Pan American Silver Corp.,Pan American Silver Corp. 100%,canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.; Dolores, Chih.",283000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,"Primero Empresa Minera, S.A. de C.V.",Primero Mining Corp. 100%,canadiense,"Mina San Dimas, Dgo.",250000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina; DISCREPANCIA USGS 2022: la fila de plata cita Primero Mining Corp. mientras la fila de oro cita First Majestic Silver Corp. para la misma mina San Dimas
plata,2022,"Coeur Mexicana, S.A. de C.V.","Coeur Mining, Inc. 100%",estadounidense,"Mina Palmarejo, Chih.",220000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13","plata de mina; sube de 190,000 a 220,000"
plata,2022,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",220000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13","plata de mina; sube de 140,000 a 220,000"
plata,2022,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",220000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13","plata de mina; sube de 150,000 a 220,000"
plata,2022,Fortuna Silver Mines Inc.,Fortuna Silver Mines Inc. 100%,canadiense,"Mina San José, Oax.",210000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13","plata de mina; sube de 125,000 a 210,000"
plata,2022,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",114000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Proyecto de jales de Parral, Chih.",34000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina (jales)
plata,2022,Golden Minerals Co.,Golden Minerals Co. 100%,estadounidense,"Mina Velardeña, Dgo.",16000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina; mina Velardena en cuidado y mantenimiento (nota 4 USGS 2022)
plata,2022,Argonaut Gold Inc.,Argonaut Gold Inc. 100%,canadiense,"Mina La Colorada, Son.",10000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata de mina
plata,2022,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",3350000,kg,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plata REFINADA (refinería)
plomo,2022,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.",51,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",USGS separa plomo y zinc en 2014
plomo,2022,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",35,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",
plomo,2022,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",43,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",capacidad sube de 38 a 43
plomo,2022,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",13,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",
plomo,2022,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",10,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",
plomo,2022,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",10,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",
plomo,2022,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",180,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.13",plomo REFINADO
zinc,2022,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.; Velardeña, Dgo.",210,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",USGS separa plomo y zinc en 2014
zinc,2022,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",130,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",
zinc,2022,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",48,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",
zinc,2022,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",40,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",
zinc,2022,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",38,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",
zinc,2022,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",23,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",
zinc,2022,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",350,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",zinc REFINADO; capacidad sube de 270 a 350
zinc,2022,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,Refinería de zinc en S.L.P.,105,miles t,"USGS MYB Mexico 2022, Tabla 2, PDF p.14",zinc REFINADO
